Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
854,G,Whom did Philip proclaim in a city in Samaria?,The Messiah,Acts 8:5,Acts,8,5,5
855,A,"According to Acts, chapter 8, verse 6, whom did the crowds hear?",Philip,Acts 8:6,Acts,8,6,6
856,G,What did the crowds see Philip perform?,Signs,Acts 8:6,Acts,8,6,6
857,G,Who saw the signs Philip performed?,The crowds,Acts 8:6,Acts,8,6,6
858,G,Who all paid close attention to what Philip said?,The crowds,Acts 8:6,Acts,8,6,6
859,A,"According to Acts, chapter 8, verse 7, out of whom did impure spirits come?",Many,Acts 8:7,Acts,8,7,7
860,A,"According to Acts, chapter 8, verse 7, with what did impure spirits come out of many?",Shrieks,Acts 8:7,Acts,8,7,7
861,G,Out of whom did impure spirits come out with shrieks?,Many,Acts 8:7,Acts,8,7,7
862,A,"According to Acts, chapter 8, verse 8, what was there in that city?",Great joy,Acts 8:8,Acts,8,8,8
863,A,"According to Acts, chapter 8, verse 8, where was there great joy?",In that city,Acts 8:8,Acts,8,8,8
864,G,What had a man named Simon practiced in the city for some time?,Sorcery,Acts 8:9,Acts,8,9,9
865,G,"What did all the people, both high and low, give a man named Simon?",Their attention,Acts 8:10,Acts,8,10,10
866,A,"According to Acts, chapter 8, verse 10, what did all the people give him?",Their attention,Acts 8:10,Acts,8,10,10
867,G,With what had Simon amazed all the people for a long time?,His sorcery,Acts 8:11,Acts,8,11,11
868,G,Whom did all the people follow because he had amazed them for a long time with his sorcery?,Simon,Acts 8:11,Acts,8,11,11
869,A,"According to Acts, chapter 8, verse 11, with what had he amazed them for a long time?",His sorcery,Acts 8:11,Acts,8,11,11
870,G,Who had amazed all the people for a long time with his sorcery?,Simon,Acts 8:11,Acts,8,11,11
871,A,"According to Acts, chapter 8, verse 12, who proclaimed the good news of the kingdom of God and the name of Jesus Christ?",Philip,Acts 8:12,Acts,8,12,12
872,A,"According to Acts, chapter 8, verse 12, whom did they believe?",Philip,Acts 8:12,Acts,8,12,12
873,G,Where did Simon follow Philip?,Everywhere,Acts 8:13,Acts,8,13,13
874,A,"According to Acts, chapter 8, verse 13, who himself believed?",Simon,Acts 8:13,Acts,8,13,13
875,A,"According to Acts, chapter 8, verse 13, who was astonished by the great signs and miracles he saw?",Simon,Acts 8:13,Acts,8,13,13
876,A,"According to Acts, chapter 8, verse 13, who saw great signs and miracles?",Simon,Acts 8:13,Acts,8,13,13
877,A,"According to Acts, chapter 8, verse 13, who was baptized?",Simon,Acts 8:13,Acts,8,13,13
878,G,Whom did Simon follow everywhere?,Philip,Acts 8:13,Acts,8,13,13
879,G,Who followed Philip everywhere?,Simon,Acts 8:13,Acts,8,13,13
880,G,To where did the apostles in Jerusalem send Peter and John?,Samaria,Acts 8:14,Acts,8,14,14
881,A,"According to Acts, chapter 8, verse 14, to where did the apostles in Jerusalem send Peter and John?",Samaria,Acts 8:14,Acts,8,14,14
882,A,"According to Acts, chapter 8, verse 14, who had accepted the word of God?",Samaria,Acts 8:14,Acts,8,14,14
883,A,"According to Acts, chapter 8, verse 15, whom might they receive?",The Holy Spirit,Acts 8:15,Acts,8,15,15
884,A,"According to Acts, chapter 8, verse 16, what had they simply been in the name of the Lord Jesus?",Baptized,Acts 8:16,Acts,8,16,16
885,G,What did Peter and John place on the new believers in Samaria?,Their hands,Acts 8:17,Acts,8,17,17
886,S,"Situation question: who said it, and to whom: ""May your money perish with you, because you thought you could buy the gift of God with money!""?",Peter said it to Simon,"Acts 8:18, 20",Acts,8,"18, 20",18
887,G,What did Simon offer the apostles?,Money,Acts 8:18,Acts,8,18,18
888,G,Who offered the apostles money?,Simon,Acts 8:18,Acts,8,18,18
889,G,Who saw that the Spirit was given at the laying on of the apostles' hands?,Simon,Acts 8:18,Acts,8,18,18
890,G,Who was given at the laying on of the apostles' hands?,The Spirit,Acts 8:18,Acts,8,18,18
891,G,Whom did Simon offer money?,The apostles,Acts 8:18,Acts,8,18,18
892,S,"Situation question: who said it, and to whom: ""Give me also this ability so that everyone on whom I lay my hands may receive the Holy Spirit""?",Simon said it to the apostles [OR Peter and John],Acts 8:19,Acts,8,19,19
893,G,"Who said, ""Give me also this ability so that everyone on whom I lay my hands may receive the Holy Spirit.""?",Simon,Acts 8:19,Acts,8,19,19
894,S,"Situation question: who said it, and to whom: ""You have no part or share in this ministry, because your heart is not right before God.""?",Peter said it to Simon,Acts 8:20-21,Acts,8,20-21,20
895,G,With what did Simon think he could buy the gift of God?,Money,Acts 8:20,Acts,8,20,20
896,G,"Who answered, ""May your money perish with you, because you thought you could buy the gift of God with money!""?",Peter,Acts 8:20,Acts,8,20,20
897,G,Who thought he could buy the gift of God with money?,Simon,Acts 8:20,Acts,8,20,20
898,G,Before whom is Simon's heart not right?,God,Acts 8:21,Acts,8,21,21
899,G,Who has no part or share in this ministry?,Simon,Acts 8:21,Acts,8,21,21
900,G,Whose heart is not right before God?,Simon's,Acts 8:21,Acts,8,21,21
901,X,"In Acts, chapter 8, who should repent of this wickedness and pray to the Lord?",Simon (the sorcerer),Acts 8:22,Acts,8,22,22
902,A,"According to Acts, chapter 8, verse 22, of what should you repent?",This wickedness,Acts 8:22,Acts,8,22,22
903,G,Whom may the Lord forgive for having such a thought in his heart?,Simon,Acts 8:22,Acts,8,22,22
904,S,"Situation question: who said it, and to whom: ""For I see that you are full of bitterness and captive to sin.""?",Peter said it to Simon,Acts 8:23,Acts,8,23,23
905,X,"Two-part question: in Acts, chapter 8, of what is Simon full, and to what is Simon captive?",1) Bitterness; 2) Sin,Acts 8:23,Acts,8,23,23
906,A,"According to Acts, chapter 8, verse 23, of what are you full?",Bitterness,Acts 8:23,Acts,8,23,23
907,G,To what is Simon captive?,Sin,Acts 8:23,Acts,8,23,23
908,G,Of what is Simon full?,Bitterness,Acts 8:23,Acts,8,23,23
909,G,Who sees that Simon is full of bitterness and captive to sin?,Peter,Acts 8:23,Acts,8,23,23
910,G,Who is full of bitterness and captive to sin?,Simon,Acts 8:23,Acts,8,23,23
911,G,Who is captive to sin?,Simon,Acts 8:23,Acts,8,23,23
912,S,"Situation question: who said it, and to whom: ""Pray to the Lord for me so that nothing you have said may happen to me.""?",Simon said it to Peter,Acts 8:24,Acts,8,24,24
913,X,Whom did Simon ask to pray for him?,Peter,Acts 8:24,Acts,8,24,24
914,G,"Who answered, ""Pray to the Lord for me so that nothing you have said may happen to me.""?",Simon,Acts 8:24,Acts,8,24,24
915,A,"According to Acts, chapter 8, verse 25, to where did Peter and John return?",Jerusalem,Acts 8:25,Acts,8,25,25
916,A,"According to Acts, chapter 8, verse 25, about whom did they testify?",Jesus,Acts 8:25,Acts,8,25,25
917,G,From where does the desert road go down to Gaza?,Jerusalem,Acts 8:26,Acts,8,26,26
918,G,"To whom did an angel of the Lord say, ""Go south to the roadthe desert roadthat goes down from Jerusalem to Gaza.""?",Philip,Acts 8:26,Acts,8,26,26
919,G,To where does the desert road go down from Jerusalem?,Gaza,Acts 8:26,Acts,8,26,26
920,X,From what region was an Ethiopian eunuch?,The southern Nile region,Acts 8:27,Acts,8,27,27
921,G,To where had an Ethiopian eunuch gone to worship?,Jerusalem,Acts 8:27,Acts,8,27,27
922,G,"What means ""queen of the Ethiopians""?",Kandake,Acts 8:27,Acts,8,27,27
923,G,Who met an Ethiopian eunuch?,Philip,Acts 8:27,Acts,8,27,27
924,S,"Situation question: who said it, and to whom: ""Go to that chariot and stay near it.""?",The Spirit said it to Philip,Acts 8:29,Acts,8,29,29
925,G,"Whom did the Spirit tell, ""Go to that chariot and stay near it.""?",Philip,Acts 8:29,Acts,8,29,29
926,G,"Who asked, ""Do you understand what you are reading?""",Philip,Acts 8:30,Acts,8,30,30
927,G,Who ran up to the chariot and heard the man reading Isaiah the prophet?,Philip,Acts 8:30,Acts,8,30,30
928,S,"Situation question: who said it, and to whom: ""How can I, unless someone explains it to me?""",A eunuch said it to Philip,Acts 8:31,Acts,8,31,31
929,G,Whom did the eunuch invite to come up and sit with him?,Philip,Acts 8:31,Acts,8,31,31
930,X,"From what Old Testament book does the following quotation come: ""He was led like a sheep to the slaughter, and as a lamb before its shearer is silent, so he did not open his mouth.""?",Isaiah,Acts 8:32,Acts,8,32,32
931,A,"According to Acts, chapter 8, verse 32, what did he not open?",His mouth,Acts 8:32,Acts,8,32,32
932,A,"According to Acts, chapter 8, verse 32, who was reading this passage of Scripture?",The eunuch,Acts 8:32,Acts,8,32,32
933,X,"From what Old Testament book does the following quotation come: ""In his humiliation he was deprived of justice. Who can speak of his descendants? For his life was taken from the earth.""?",Isaiah,Acts 8:33,Acts,8,33,33
934,A,"According to Acts, chapter 8, verse 33, what was taken from the earth?",His life,Acts 8:33,Acts,8,33,33
935,A,"According to Acts, chapter 8, verse 33, of what was he deprived?",Justice,Acts 8:33,Acts,8,33,33
936,A,"According to Acts, chapter 8, verse 33, from where was his life taken?",The earth,Acts 8:33,Acts,8,33,33
937,G,Of what was he deprived in his humiliation?,Justice,Acts 8:33,Acts,8,33,33
938,S,"Situation question: who said it, and to whom: ""Tell me, please, who is the prophet talking about, himself or someone else?""",The eunuch said it to Philip,Acts 8:34,Acts,8,34,34
939,G,"Whom did the eunuch ask, ""Tell me, please, who is the prophet talking about, himself or someone else?""",Philip,Acts 8:34,Acts,8,34,34
940,A,"According to Acts, chapter 8, verse 35, who began with that very passage of Scripture?",Philip,Acts 8:35,Acts,8,35,35
941,G,Who told the eunuch the good news about Jesus?,Philip,Acts 8:35,Acts,8,35,35
942,G,Who began with that very passage of Scripture and told the eunuch the good news about Jesus?,Philip,Acts 8:35,Acts,8,35,35
943,A,"According to Acts, chapter 8, verse 36, to what did they come?",Some water,Acts 8:36,Acts,8,36,36
944,X,"Two-part answer: in Acts, chapter 8, who went down into the water?",1) Philip; 2) The eunuch,Acts 8:38,Acts,8,38,38
945,G,Who baptized the eunuch?,Philip,Acts 8:38,Acts,8,38,38
946,A,"According to Acts, chapter 8, verse 39, how did the eunuch go on his way?",Rejoicing,Acts 8:39,Acts,8,39,39
947,A,"According to Acts, chapter 8, verse 39, who went on his way rejoicing?",The eunuch,Acts 8:39,Acts,8,39,39
948,G,Whom did the eunuch not see again?,Philip,Acts 8:39,Acts,8,39,39
949,G,Whom did the Spirit of the Lord suddenly take away?,Philip,Acts 8:39,Acts,8,39,39
950,G,How did the Spirit of the Lord take Philip away?,Suddenly,Acts 8:39,Acts,8,39,39
951,A,"According to Acts, chapter 8, verse 40, where did Philip appear?",At Azotus,Acts 8:40,Acts,8,40,40
952,A,"According to Acts, chapter 8, verse 40, what did Philip reach?",Caesarea,Acts 8:40,Acts,8,40,40
953,A,"According to Acts, chapter 8, verse 40, who reached Caesarea?",Philip,Acts 8:40,Acts,8,40,40
954,A,"According to Acts, chapter 8, verse 40, who traveled about?",Philip,Acts 8:40,Acts,8,40,40
955,A,"According to Acts, chapter 8, verse 40, who preached the gospel in all the towns?",Philip,Acts 8:40,Acts,8,40,40
956,G,"Who traveled about, preaching the gospel in all the towns until he reached Caesarea?",Philip,Acts 8:40,Acts,8,40,40
957,G,Who appeared at Azotus?,Philip,Acts 8:40,Acts,8,40,40
958,G,"Who appeared at Azotus and traveled about, preaching the gospel in all the towns until he reached Caesarea?",Philip,Acts 8:40,Acts,8,40,40
959,G,Who preached the gospel in all the towns until he reached Caesarea?,Philip,Acts 8:40,Acts,8,40,40
960,G,Who was still breathing out murderous threats against the Lord's disciples?,Saul,Acts 9:1,Acts,9,1,1
961,G,Who went to the high priest and asked him for letters to the synagogues in Damascus?,Saul,Acts 9:1-2,Acts,9,2-Jan,1
962,A,"According to Acts, chapter 9, verse 1, who went to the high priest?",Saul,Acts 9:1,Acts,9,1,1
963,G,Who might take any in Damascus who belonged to the Way as prisoners to Jerusalem?,Saul,Acts 9:2,Acts,9,2,2
964,G,Who asked the high priest for letters to the synagogues in Damascus?,Saul,Acts 9:2,Acts,9,2,2
965,G,As what might Saul take any in Damascus who belonged to the Way to Jerusalem?,Prisoners,Acts 9:2,Acts,9,2,2
966,X,Near which city did Saul hear the voice of Jesus?,Damascus,Acts 9:3-5,Acts,9,5-Mar,3
967,G,Around whom did a light from heaven flash?,Saul,Acts 9:3,Acts,9,3,3
968,S,"Situation question: who said it, and to whom: ""Who are you, Lord?""",Saul said it to Jesus,Acts 9:5,Acts,9,5,5
969,A,"According to Acts, chapter 9, verse 5, whom is Saul persecuting?",Jesus,Acts 9:5,Acts,9,5,5
970,G,Who is persecuting Jesus?,Saul,Acts 9:5,Acts,9,5,5
971,G,"Who asked, ""Who are you, Lord?""",Saul,Acts 9:5,Acts,9,5,5
972,S,"Situation question: who said it, and to whom: ""Now get up and go into the city, and you will be told what you must do.""?",Jesus said it to Saul,Acts 9:6,Acts,9,6,6
973,X,"In Acts, chapter 9, in which city will Saul be told what he must do?",Damascus,Acts 9:6,Acts,9,6,6
974,A,"According to Acts, chapter 9, verse 7, what did the men traveling with Saul hear?",The sound,Acts 9:7,Acts,9,7,7
975,G,Whom did the men traveling with Saul not see?,Anyone,Acts 9:7,Acts,9,7,7
976,G,How did the men traveling with Saul stand there?,Speechless,Acts 9:7,Acts,9,7,7
977,A,"According to Acts, chapter 9, verse 8, what did Saul open?",His eyes,Acts 9:8,Acts,9,8,8
978,A,"According to Acts, chapter 9, verse 8, who got up from the ground?",Saul,Acts 9:8,Acts,9,8,8
979,G,Into where did the men traveling with Saul lead him by the hand?,Damascus,Acts 9:8,Acts,9,8,8
980,G,What could Saul see when he opened his eyes?,Nothing,Acts 9:8,Acts,9,8,8
981,G,Whom did they lead by the hand into Damascus?,Saul,Acts 9:8,Acts,9,8,8
982,G,Who could see nothing when he opened his eyes?,Saul,Acts 9:8,Acts,9,8,8
983,A,"According to Acts, chapter 9, verse 9, what was he for three days?",Blind,Acts 9:9,Acts,9,9,9
984,G,What did Saul not eat or drink for three days?,Anything,Acts 9:9,Acts,9,9,9
985,G,Who was blind for three days?,Saul,Acts 9:9,Acts,9,9,9
986,G,Who did not eat or drink anything for three days?,Saul,Acts 9:9,Acts,9,9,9
987,A,"According to Acts, chapter 9, verse 10, what did Ananias answer?","""Yes, Lord.""",Acts 9:10,Acts,9,10,10
988,A,"According to Acts, chapter 9, verse 10, what was Ananias?",A disciple,Acts 9:10,Acts,9,10,10
989,A,"According to Acts, chapter 9, verse 10, who was a disciple?",Ananias,Acts 9:10,Acts,9,10,10
990,S,"Situation question: who said it, and to whom: ""Go to the house of Judas on Straight Street and ask for a man from Tarsus named Saul, for he is praying.""?",The Lord said it to Ananias,Acts 9:11,Acts,9,11,11
991,G,"Whom did the Lord tell, ""Go to the house of Judas on Straight Street and ask for a man from Tarsus named Saul, for he is praying.""?",Ananias,Acts 9:11,Acts,9,11,11
992,G,From where is Saul?,Tarsus,Acts 9:11,Acts,9,11,11
993,S,"Situation question: who said it, to whom, and about whom: ""In a vision he has seen a man named Ananias come and place his hands on him to restore his sight.""?","The Lord said it to Ananias, about Saul",Acts 9:12,Acts,9,12,12
994,G,Who has seen in a vision a man named Ananias come and place his hands on him to restore his sight?,Saul,Acts 9:12,Acts,9,12,12
995,S,"Situation question: who said it, to whom, and about whom: ""Lord, I have heard many reports about this man and all the harm he has done to your holy people in Jerusalem.""?","Ananias said it to the Lord, about Saul",Acts 9:13,Acts,9,13,13
996,G,"Who answered, ""Lord, I have heard many reports about this man and all the harm he has done to your holy people in Jerusalem.""?",Ananias,Acts 9:13,Acts,9,13,13
997,G,Who has heard many reports about Saul and all the harm he has done to the Lord's holy people in Jerusalem?,Ananias,Acts 9:13,Acts,9,13,13
998,G,About whom has Ananias heard many reports?,Saul,Acts 9:13,Acts,9,13,13
999,G,Who has done harm to the Lord's holy people in Jerusalem?,Saul,Acts 9:13,Acts,9,13,13
1000,S,"Situation question: who said it, to whom, and about whom: ""And he has come here with authority from the chief priests to arrest all who call on your name.""?","Ananias said it to the Lord, about Saul",Acts 9:14,Acts,9,14,14
1001,G,Where has Saul come with authority from the chief priests to arrest all who call on the Lord's name?,Damascus,Acts 9:14,Acts,9,14,14
1002,G,Who has come to Damascus with authority from the chief priests to arrest all who call on the Lord's name?,Saul,Acts 9:14,Acts,9,14,14
1003,S,"Situation question: who said it, to whom, and about whom: ""I will show him how much he must suffer for my name.""?","The Lord said it to Ananias, about Saul",Acts 9:15-16,Acts,9,15-16,15
1004,S,"Situation question: who said it, to whom, and about whom: ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""?","The Lord said it to Ananias, about Saul",Acts 9:15-16,Acts,9,15-16,15
1005,G,Who is the Lord's chosen instrument to proclaim his name to the Gentiles and their kings and to the people of Israel?,Saul,Acts 9:15,Acts,9,15,15
1006,G,"To whom did the Lord say, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""?",Ananias,Acts 9:15-16,Acts,9,15-16,15
1007,X,"In Acts, chapter 9, who must suffer for the Lord's name?",Saul,Acts 9:16,Acts,9,16,16
1008,X,"In Acts, chapter 9, for what must Saul suffer?",The Lord's name,Acts 9:16,Acts,9,16,16
1009,G,Whom will the Lord show how much he must suffer for his name?,Saul,Acts 9:16,Acts,9,16,16
1010,G,"Who said, ""Brother Saul, the LordJesus, who appeared to you on the road as you were coming herehas sent me so that you may see again and be filled with the Holy Spirit.""?",Ananias,Acts 9:17,Acts,9,17,17
1011,G,Who placed his hands on Saul?,Ananias,Acts 9:17,Acts,9,17,17
1012,A,"According to Acts, chapter 9, verse 17, who went to the house and entered it?",Ananias,Acts 9:17,Acts,9,17,17
1013,G,Who may see again and be filled with the Holy Spirit?,Saul,Acts 9:17,Acts,9,17,17
1014,A,"According to Acts, chapter 9, verse 17, who appeared to Saul on the road?",The LordJesus,Acts 9:17,Acts,9,17,17
1015,A,"According to Acts, chapter 9, verse 17, what did Ananias enter?",The house,Acts 9:17,Acts,9,17,17
1016,A,"According to Acts, chapter 9, verse 17, to what did Ananias go?",The house,Acts 9:17,Acts,9,17,17
1017,G,On whom did Ananias place his hands?,Saul,Acts 9:17,Acts,9,17,17
1018,X,"In Acts, chapter 9, who was baptized?",Saul,Acts 9:18,Acts,9,18,18
1019,A,"According to Acts, chapter 9, verse 18, when did something like scales fall from Saul's eyes?",Immediately,Acts 9:18,Acts,9,18,18
1020,A,"According to Acts, chapter 9, verse 18, who got up and was baptized?",Saul,Acts 9:18,Acts,9,18,18
1021,A,"According to Acts, chapter 9, verse 18, what could Saul do again?",See,Acts 9:18,Acts,9,18,18
1022,G,Who could see again?,Saul,Acts 9:18,Acts,9,18,18
1023,G,From whose eyes did something like scales fall?,Saul's,Acts 9:18,Acts,9,18,18
1024,A,"According to Acts, chapter 9, verse 19, who spent several days with the disciples?",Saul,Acts 9:19,Acts,9,19,19
1025,G,Who regained his strength after taking some food?,Saul,Acts 9:19,Acts,9,19,19
1026,G,Who spent several days with the disciples in Damascus?,Saul,Acts 9:19,Acts,9,19,19
1027,A,"According to Acts, chapter 9, verse 20, when did he began to preach in the synagogues that Jesus is the Son of God?",At once,Acts 9:20,Acts,9,20,20
1028,X,"In Acts, chapter 9, where did Saul raise havoc?",In Jerusalem,Acts 9:21,Acts,9,21,21
1029,X,"In Acts, chapter 9, who raised havoc in Jerusalem among those who call on this name?",Saul,Acts 9:21,Acts,9,21,21
1030,X,"In Acts, chapter 9, who proved that Jesus is the Messiah?",Saul,Acts 9:22,Acts,9,22,22
1031,A,"According to Acts, chapter 9, verse 22, who grew more and more powerful?",Saul,Acts 9:22,Acts,9,22,22
1032,A,"According to Acts, chapter 9, verse 22, who proved that Jesus is the Messiah?",Saul,Acts 9:22,Acts,9,22,22
1033,A,"According to Acts, chapter 9, verse 22, what is Jesus?",The Messiah,Acts 9:22,Acts,9,22,22
1034,G,Who baffled the Jews living in Damascus by proving that Jesus is the Messiah?,Saul,Acts 9:22,Acts,9,22,22
1035,G,Who grew more and more powerful and baffled the Jews living in Damascus by proving that Jesus is the Messiah?,Saul,Acts 9:22,Acts,9,22,22
1036,X,"In Acts, chapter 9, against whom was there a conspiracy?",Saul,Acts 9:23,Acts,9,23,23
1037,A,"According to Acts, chapter 9, verse 23, among whom was there a conspiracy to kill him?",The Jews,Acts 9:23,Acts,9,23,23
1038,A,"According to Acts, chapter 9, verse 24, who learned of their plan?",Saul,Acts 9:24,Acts,9,24,24
1039,A,"According to Acts, chapter 9, verse 24, of what did Saul learn?",Their plan,Acts 9:24,Acts,9,24,24
1040,G,Whom did Saul's followers lower in a basket through an opening in the wall?,Saul,Acts 9:25,Acts,9,25,25
1041,G,Whom did Saul's followers take by night and lower in a basket through an opening in the wall?,Saul,Acts 9:25,Acts,9,25,25
1042,G,Whose followers took him by night and lowered him in a basket through an opening in the wall?,Saul's,Acts 9:25,Acts,9,25,25
1043,A,"According to Acts, chapter 9, verse 26, to where did he come?",Jerusalem,Acts 9:26,Acts,9,26,26
1044,A,"According to Acts, chapter 9, verse 26, who were all afraid of him?",The disciples,Acts 9:26,Acts,9,26,26
1045,G,Of whom were the disciples all afraid?,Saul,Acts 9:26,Acts,9,26,26
1046,G,Who tried to join the disciples when he came to Jerusalem?,Saul,Acts 9:26,Acts,9,26,26
1047,G,Whom were the disciples not believing really was a disciple?,Saul,Acts 9:26,Acts,9,26,26
1048,A,"According to Acts, chapter 9, verse 27, to whom had the Lord spoken?",Saul,Acts 9:27,Acts,9,27,27
1049,A,"According to Acts, chapter 9, verse 27, who had seen the Lord?",Saul,Acts 9:27,Acts,9,27,27
1050,A,"According to Acts, chapter 9, verse 27, who had spoken to Saul?",The Lord,Acts 9:27,Acts,9,27,27
1051,A,"According to Acts, chapter 9, verse 27, whom had Saul seen on his journey?",The Lord,Acts 9:27,Acts,9,27,27
1052,G,Who had seen the Lord on his journey?,Saul,Acts 9:27,Acts,9,27,27
1053,G,Who brought Saul to the apostles?,Barnabas,Acts 9:27,Acts,9,27,27
1054,G,Who told the apostles how in Damascus Saul had preached fearlessly in the name of Jesus?,Barnabas,Acts 9:27,Acts,9,27,27
1055,G,Who told the apostles how Saul on his journey had seen the Lord and that the Lord had spoken to him?,Barnabas,Acts 9:27,Acts,9,27,27
1056,G,Who had preached fearlessly in the name of Jesus in Damascus?,Saul,Acts 9:27,Acts,9,27,27
1057,G,Whom did Barnabas bring to the apostles?,Saul,Acts 9:27,Acts,9,27,27
1058,A,"According to Acts, chapter 9, verse 28, how did Saul speak in the name of the Lord?",Boldly,Acts 9:28,Acts,9,28,28
1059,A,"According to Acts, chapter 9, verse 28, who spoke boldly in the name of the Lord?",Saul,Acts 9:28,Acts,9,28,28
1060,A,"According to Acts, chapter 9, verse 28, who stayed with them?",Saul,Acts 9:28,Acts,9,28,28
1061,G,How did Saul move about in Jerusalem?,Freely,Acts 9:28,Acts,9,28,28
1062,G,"Who moved about freely in Jerusalem, speaking boldly in the name of the Lord?",Saul,Acts 9:28,Acts,9,28,28
1063,A,"According to Acts, chapter 9, verse 29, what did the Hellenistic Jews try to do?",Kill him,Acts 9:29,Acts,9,29,29
1064,G,Whom did the Hellenistic Jews try to kill?,Saul,Acts 9:29,Acts,9,29,29
1065,G,Who talked and debated with the Hellenistic Jews?,Saul,Acts 9:29,Acts,9,29,29
1066,A,"According to Acts, chapter 9, verse 30, to where did the believers send him off?",Tarsus,Acts 9:30,Acts,9,30,30
1067,A,"According to Acts, chapter 9, verse 30, who learned of this?",The believers,Acts 9:30,Acts,9,30,30
1068,G,To where did the believers take Saul down?,Caesarea,Acts 9:30,Acts,9,30,30
1069,G,Whom did the believers send off to Tarsus?,Saul,Acts 9:30,Acts,9,30,30
1070,G,Whom did the believers take down to Caesarea?,Saul,Acts 9:30,Acts,9,30,30
1071,G,To where did the believers send Saul off?,Tarsus,Acts 9:30,Acts,9,30,30
1072,G,"In what did the church throughout Judea, Galilee and Samaria increase?",Numbers,Acts 9:31,Acts,9,31,31
1073,A,"According to Acts, chapter 9, verse 32, who traveled about the country?",Peter,Acts 9:32,Acts,9,32,32
1074,G,Who went to visit the Lord's people who lived in Lydda?,Peter,Acts 9:32,Acts,9,32,32
1075,G,Who found a man named Aeneas in Lydda?,Peter,Acts 9:33,Acts,9,33,33
1076,A,"According to Acts, chapter 9, verse 34, who immediately got up?",Aeneas,Acts 9:34,Acts,9,34,34
1077,A,"According to Acts, chapter 9, verse 34, whom does Jesus Christ heal?",Aeneas,Acts 9:34,Acts,9,34,34
1078,G,Who should get up and roll up his mat?,Aeneas,Acts 9:34,Acts,9,34,34
1079,G,"Who said to Aeneas, ""Aeneas, Jesus Christ heals you. Get up and roll up your mat.""?",Peter,Acts 9:34,Acts,9,34,34
1080,G,Whom did all those who lived in Lydda and Sharon see?,Aeneas,Acts 9:35,Acts,9,35,35
1081,G,When was a disciple named Tabitha doing good and helping the poor?,Always,Acts 9:36,Acts,9,36,36
1082,G,What is Tabitha's name in Greek?,Dorcas,Acts 9:36,Acts,9,36,36
1083,G,In what is Tabitha's name Dorcas?,Greek,Acts 9:36,Acts,9,36,36
1084,G,Whose name in Greek is Dorcas?,Tabitha's,Acts 9:36,Acts,9,36,36
1085,A,"According to Acts, chapter 9, verse 37, what was placed in an upstairs room?",Her body,Acts 9:37,Acts,9,37,37
1086,A,"According to Acts, chapter 9, verse 37, what did she become?",Sick,Acts 9:37,Acts,9,37,37
1087,G,What did Tabitha become?,Sick,Acts 9:37,Acts,9,37,37
1088,G,Whose body was washed and placed in an upstairs room?,Tabitha's,Acts 9:37,Acts,9,37,37
1089,A,"According to Acts, chapter 9, verse 38, who was in Lydda?",Peter,Acts 9:38,Acts,9,38,38
1090,A,"According to Acts, chapter 9, verse 38, to whom did the disciples send two men?",Peter,Acts 9:38,Acts,9,38,38
1091,A,"According to Acts, chapter 9, verse 38, who sent two men to Peter?",The disciples,Acts 9:38,Acts,9,38,38
1092,G,What was Lydda near?,Joppa,Acts 9:38,Acts,9,38,38
1093,G,What was near Joppa?,Lydda,Acts 9:38,Acts,9,38,38
1094,G,"Whom did they urge, ""Please come at once!""?",Peter,Acts 9:38,Acts,9,38,38
1095,A,"According to Acts, chapter 9, verse 39, who was taken upstairs to the room?",Peter,Acts 9:39,Acts,9,39,39
1096,A,"According to Acts, chapter 9, verse 39, who went with them?",Peter,Acts 9:39,Acts,9,39,39
1097,A,"According to Acts, chapter 9, verse 39, who arrived?",Peter,Acts 9:39,Acts,9,39,39
1098,G,Whom were all the widows showing the robes and other clothing that Dorcas had made while she was still with them?,Peter,Acts 9:39,Acts,9,39,39
1099,G,Around whom did all the widows stand?,Peter,Acts 9:39,Acts,9,39,39
1100,A,"According to Acts, chapter 9, verse 40, who got down on his knees and prayed?",Peter,Acts 9:40,Acts,9,40,40
1101,A,"According to Acts, chapter 9, verse 40, who prayed?",Peter,Acts 9:40,Acts,9,40,40
1102,A,"According to Acts, chapter 9, verse 40, who sat up?",Tabitha,Acts 9:40,Acts,9,40,40
1103,G,"Who said, ""Tabitha, get up.""?",Peter,Acts 9:40,Acts,9,40,40
1104,G,Who was in what was known as the Italian Regiment?,Cornelius,Acts 10:1,Acts,10,1,1
1105,G,Who was a centurion in what was known as the Italian Regiment?,Cornelius,Acts 10:1,Acts,10,1,1
1106,X,"Two-part answer: in Acts, chapter 10, who were God-fearing?",1) Cornelius; 2) All Cornelius' family,Acts 10:2,Acts,10,2,2
1107,X,"In Acts, chapter 10, who prayed to God regularly?",Cornelius,Acts 10:2,Acts,10,2,2
1108,A,"According to Acts, chapter 10, verse 2, what were he and all his family?",Devout and God-fearing,Acts 10:2,Acts,10,2,2
1109,A,"According to Acts, chapter 10, verse 2, how did he give to those in need?",Generously,Acts 10:2,Acts,10,2,2
